uuid,vorname,nachname,geschlecht,geburtsjahr,todesjahr,vater,mutter,letzter_partner,erbfolge,kinderzahl,kinder,herkunft,kisatris_primogen,amtsantritt,comment,erbfolge_geburt
3463,Elise,Michels,f,-322,-301,,,3017,,1,"3464,",TF,Z,,,
3464,Konrad Andreas,von Eichenwald,m,-301,-298,3017,3463,,15,0,,EW,Z,,,3
3465,Meril,von Eichenwald,f,-301,-262,3051,3042,,15,0,,EW,Z,,,3
3466,Gustav Andreas Kiirion,von Eichenwald,m,-301,-300,3042,3051,,15,0,,EW,Z,,,3
3467,Gustav Wilhelm Olwe,Moser,m,-321,-301,,,3067,,1,"3468,",EW,Z,,,
3468,Eleonore Auguste,von Bergetal,f,-301,-268,3467,3067,3815,13,2,"3769,3816,",BT,Z,,,3
3469,Jacob Carl,Graf von Aurore,m,-321,-252,,,,,0,,KS,Z,,,
3470,Bifur Georg Maximilian,Bastian,m,-320,-301,,,3087,,1,"3471,",BT,Z,,,
3471,Georg Richard Gustav Franz Jakob,von Eichenwald,m,-301,-271,3470,3087,,15,0,,EW,Z,,,3
3472,Leopold,Gerber,m,-319,-301,,,3098,,1,"3473,",BT,Z,,,
3473,Maximilian Wilhelm Idril,von Eichenwald,m,-301,-265,3472,3098,,15,0,,EW,Z,,,3
3474,Zoe Helene Amalie Eva,von Kisatris,f,-301,-247,3087,3116,,16,0,,KS,AAABABABACBA,,,2
3475,Ludwig Leo Philipp,von Kisatris,m,-301,-251,3087,3116,,16,0,,KS,AAABABABACBB,,,2
3476,Ludwig Rudolf Karl Johann Caspar,von Bergetal,m,-300,-271,2531,2717,,13,0,,BT,Z,,,3
3477,Eleonore Marianne,von Eichenwald,f,-300,-249,2841,3342,3781,13,1,"3782,",EW,Z,,,1
3478,Joseph Alrich,Hirsch,m,-326,-300,,,2918,,1,"3479,",MU,Z,,,
3479,Emma Juliane Juna,von Möwenburg,f,-300,-278,3478,2918,,13,0,,MB,Z,,,3
3480,Lumiel Fritz,Reimers,m,-324,-293,,,2963,,1,"3481,",EW,Z,,,
3481,Eva,von Bergetal,f,-300,-268,3480,2963,3801,13,3,"3784,3802,3811,",BT,Z,,,3
3482,Rahel Eike Japhi,Rühl,f,-324,-296,,,2974,,1,"3483,",MU,Z,,,
3483,Agda Clara Margarete,von Bergetal,f,-300,-255,2974,3482,3785,13,1,"3786,",BT,Z,,,3
3484,Franz,Huber,m,-323,-300,,,,,0,,MB,Z,,,
3485,Sophia Idril Dior,Schürmann,f,-318,-294,,,3129,,1,"3486,",EW,Z,,,
3486,Mathilde Gertrud,von Möwenburg,f,-300,-285,3129,3485,,13,0,,MB,Z,,,3
3487,Bertha Ida,Brückner,f,-341,-299,,,,,0,,MB,Z,,,
3488,Clara Christina,Baroness von Poisson,f,-331,-299,,,,,0,,KS,Z,,,
3489,Christian Buri Balin,Helbig,m,-324,-299,,,2963,,1,"3490,",BT,Z,,,
3490,Balin Christoph Ludwig,von Bergetal,m,-299,-280,3489,2963,,13,0,,BT,Z,,,3
3491,Tova Eike Bertha,Nitsche,f,-323,-293,,,2981,,1,"3492,",MU,Z,,,
3492,Sinje,von Möwenburg,f,-299,-215,2981,3491,,13,0,,MB,Z,,,3
3493,Julien Meriel Andreas Dior,von Eichenwald,m,-299,-284,3042,3087,,15,0,,EW,Z,,,3
3494,Elisabeth Martha,Menzel,f,-322,-251,,,3051,,1,"3495,",BT,Z,,,
3495,Eleonore,von Eichenwald,f,-299,-254,3051,3494,,15,0,,EW,Z,,,3
3496,Joseph,Moser,m,-321,-299,,,3067,,1,"3497,",EW,Z,,,
3497,Joseph Rudolf Friedrich Balin August,von Bergetal,m,-299,-275,3496,3067,3803,13,1,"3804,",BT,Z,,,3
3498,Emma Judith Trude,Scherer,f,-318,-299,,,,,0,,MB,Z,,,
3499,Hermann Theodor,Kunz,m,-318,-256,,,,,0,,TF,Z,,,
3500,Christian Heinrich,von Eichenwald,m,-299,-268,3148,3098,,15,0,,EW,Z,,,3
3501,Friederike,Freiin von Sante,f,-317,-272,,,,,0,,KS,Z,,,
3502,Peter Zed Luk Ole,Hansen,m,-317,-299,,,3164,,1,"3503,",MU,Z,,,
3503,Peter Elros Gustav,von Eichenwald,m,-299,-275,3502,3164,,15,0,,EW,Z,,,3
3504,Carl Caspar,Freiherr von Neige,m,-341,-273,,,,,0,,KS,Z,,,
3505,Anton Otto,Grabowski,m,-331,-298,,,2753,,1,"3506,",EW,Z,,,
3506,Anton Peer Andreas Maximilian,von Möwenburg,m,-298,-264,3505,2753,,13,0,,MB,Z,,,3
3507,Juliane Caroline Catharina,von Kisatris,f,-298,-280,2671,2981,,17,0,,KS,AAABABABDAB,,,3
3508,Hans Luca,von Kisatris,m,-298,-288,2981,2671,,17,0,,KS,AAABABABDAC,,,3
3509,Paul Hermann Michael,Heitmann,m,-319,-298,,,3100,,1,"3510,",MB,Z,,,
3510,Anna Agnes,von Eichenwald,f,-298,-253,3509,3100,,15,0,,EW,Z,,,3
3511,Solrun Gertrud Mathilde,Küpper,f,-318,-291,,,3129,,1,"3512,",BT,Z,,,
3512,Johanna,von Möwenburg,f,-298,-263,3129,3511,,13,0,,MB,Z,,,3
3513,Clement,Graf von Aigul,m,-318,-257,,,3136,,1,"3514,",KS,Z,,,
3514,Emma,von Eichenwald,f,-298,-288,3513,3136,,15,0,,EW,Z,,,3
3515,August Christoph Caspar Martin,Stephan,m,-317,-235,,,3148,,1,"3516,",MB,Z,,,
3516,Martin Andreas Peter,von Bergetal,m,-298,-297,3515,3148,,13,0,,BT,Z,,,3
3517,Franz Jakob Heinrich,Borchardt,m,-317,-263,,,,,0,,EW,Z,,,
3518,Dior,Janke,m,-317,-298,,,3164,,1,"3519,",EW,Z,,,
3519,Dior Christoph,von Eichenwald,m,-298,-272,3518,3164,,15,0,,EW,Z,,,3
3520,Jasper,Mann,m,-316,-281,,,3175,,1,"3521,",MB,Z,,,
3521,Dorothea Dior Else,von Eichenwald,f,-298,-268,3520,3175,,15,0,,EW,Z,,,3
3522,Luca Caspar Carl,von Kisatris,m,-297,-281,2671,2981,,17,0,,KS,AAABABABDAD,,,3
3523,Luca,Graf von Aigul,m,-332,-297,,,,,0,,KS,Z,,,
3524,Ludwig Peter Theodor,Groth,m,-330,-297,,,2787,,1,"3525,",MB,Z,,,
3525,Johanna Wilhelmine,von Bergetal,f,-297,-265,3524,2787,,13,0,,BT,Z,,,3
3526,Sophia Johanna Nelenia,Schatz,f,-323,-268,,,,,0,,BT,Z,,,
3527,Karl Georg,Adler,m,-323,-262,,,,,0,,EW,Z,,,
3528,Dior Sophia,Ott,f,-322,-297,,,,,0,,EW,Z,,,
3529,Julie Christina,von Kisatris,f,-297,-289,3076,3148,,17,0,,KS,AAABABABBBAA,,,3
3530,Frieda,von Kisatris,f,-297,-212,3148,3076,,17,0,,KS,AAABABABBBAB,,,3
3531,Bernhard Konrad Eike Georg,Eisele,m,-320,-295,,,,,0,,MB,Z,,,
3532,Gertrud Mareike,von Möwenburg,f,-297,-278,3201,3129,,13,0,,MB,Z,,,3
3533,Frieda,von Möwenburg,f,-297,-243,3129,3201,3828,12,2,"3818,3829,",MB,Z,,,2
3534,Jacques August Luca,Haas,m,-318,-260,,,3136,,1,"3535,",TF,Z,,,
3535,Christiane Elurin Christine,von Eichenwald,f,-297,-270,3534,3136,,15,0,,EW,Z,,,3
3536,Julius Johann Leopold,von Bergetal,m,-297,-243,3129,3152,,13,0,,BT,Z,,,3
3537,Amalie,Freiin von Guerre,f,-317,-289,,,3154,,1,"3538,",KS,Z,,,
3538,Ida Charlotte,von Kisatris,f,-297,-283,3154,3537,,15,0,,KS,AAABABABAABA,,,1
3539,Andreas Jacques Theodor,Linke,m,-317,-290,,,3158,,1,"3540,",TF,Z,,,
3540,Meril Caroline Emma Auguste,von Eichenwald,f,-297,-269,3539,3158,,15,0,,EW,Z,,,3
3541,Jacob,Bock,m,-316,-297,,,3174,,1,"3542,",EW,Z,,,
3542,Jacob Andreas Jakob,von Eichenwald,m,-297,-261,3541,3174,,15,0,,EW,Z,,,3
3543,Christoph Otto Leopold,Förster,m,-316,-297,,,3187,,1,"3544,",BT,Z,,,
3544,Otto Ludwig,von Bergetal,m,-297,-235,3543,3187,,13,0,,BT,Z,,,3
3545,Wilhelm Franc,Baron von Paysage,m,-316,-297,,,3195,,1,"3546,",KS,Z,,,
3546,Nelenia,von Kisatris,f,-297,-276,3545,3195,,17,0,,KS,AAABABABDAAA,,,3
3547,Frieda,Baroness von Lepain,f,-315,-255,,,3201,,1,"3548,",KS,Z,,,
3548,Andreas Caspar,von Möwenburg,m,-297,-278,3201,3547,3819,12,1,"3820,",MB,Z,,,2
3549,Gertrud Anna Nelenia Mareike,Popp,f,-315,-242,,,3210,,1,"3550,",MB,Z,,,
3550,Oddrun Christiane,von Bergetal,f,-297,-243,3210,3549,,13,0,,BT,Z,,,3
3551,Franz Otto,Barth,m,-315,-297,,,3214,,1,"3552,",EW,Z,,,
3552,Franz Peer Konrad,von Möwenburg,m,-297,-266,3551,3214,3821,10,1,"3822,",MB,Z,,,1
3553,Gertrud,Oppermann,f,-328,-287,,,,,0,,MU,Z,,,
3554,Ernst Christoph,Kaczmarek,m,-326,-283,,,,,0,,EW,Z,,,
3555,Lior Georg,Junge,m,-323,-296,,,,,0,,MU,Z,,,
3556,Johann Philipp,Freiherr von Maree,m,-321,-262,,,3076,,1,"3557,",KS,Z,,,
3557,Sibylle Therese Ida,von Kisatris,f,-296,-247,3556,3076,,17,0,,KS,AAABABABBBAC,,,3
3558,Christoph Michael,von Bergetal,m,-296,-273,3087,2963,,13,0,,BT,Z,,,3
3559,Otto Louis,Freiherr von Guerre,m,-319,-296,,,3116,,1,"3560,",KS,Z,,,
3560,Christina,von Kisatris,f,-296,-273,3559,3116,,16,0,,KS,AAABABABACBC,,,2
3561,Julius,von Bergetal,m,-296,-273,3136,2515,,13,0,,BT,Z,,,3
3562,Solrun Eva Bertha Maria,von Bergetal,f,-296,-289,2515,3136,,13,0,,BT,Z,,,3
3563,Barbara,Wolff,f,-317,-296,,,,,0,,MU,Z,,,
3564,Christoph Philipp,Benz,m,-315,-292,,,3204,,1,"3565,",TF,Z,,,
3565,Wilhelmine,von Eichenwald,f,-296,-257,3564,3204,,15,0,,EW,Z,,,3
3566,Clara,Ebeling,f,-315,-286,,,3210,,1,"3567,",BT,Z,,,
3567,Luca Otto Ferdinand,von Bergetal,m,-296,-274,3210,3566,,13,0,,BT,Z,,,3
3568,Katharina,Baum,f,-314,-296,,,3219,,1,"3569,",EW,Z,,,
3569,Anna,von Möwenburg,f,-296,-273,3219,3568,3598,12,1,"3853,",MB,Z,,,3
3570,Franz Paul Friedrich,Rauch,m,-314,-287,,,3229,,1,"3571,",BT,Z,,,
3571,Franz Hermann,von Eichenwald,m,-296,-286,3570,3229,,15,0,,EW,Z,,,3
3572,Catharina Caroline Ida Bertha,Conrad,f,-323,-267,,,2992,,1,"3573,",EW,Z,,,
3573,Eleonore Elisabeth Therese Christiane,von Bergetal,f,-295,-213,,,3791,9,4,"3831,3836,3842,3971,",BT,Z,-235,"Amtsantritt mit entfernung zum alten Fürsten: 1
Die Fürstin nach dem Veräter Fürst",3
3574,Agnes,Rose,f,-317,-295,,,3152,,1,"3575,",TF,Z,,,
3575,Ashild Henriette Milja,von Bergetal,f,-295,-287,3152,3574,,13,0,,BT,Z,,,3
3576,Nelenia Christina Sophie,Baroness von Manson,f,-317,-295,,,,,0,,KS,Z,,,
3577,Johann,Beckmann,m,-317,-277,,,3161,,1,"3578,",TF,Z,,,
3578,Johann Joachim,von Bergetal,m,-295,-263,3577,3161,,13,0,,BT,Z,,,3
3579,Marie Elise,Freifrau von Mouton,f,-314,-295,,,,,0,,KS,Z,,,
3580,Idril Auguste,Kellner,f,-313,-256,,,3243,,1,"3581,",EW,Z,,,
3581,Karoline,von Möwenburg,f,-295,-290,3243,3580,,12,0,,MB,Z,,,3
3582,Heinrich,Graf von Aurore,m,-341,-294,,,,,0,,KS,Z,,,
3583,Sophie,Hinz,f,-331,-294,,,2733,,1,"3584,",TF,Z,,,
3584,Georg Christian,von Möwenburg,m,-294,-263,2733,3583,3850,12,3,"3836,3843,3851,",MB,Z,,,3
3585,Zoe,Comtess von Montagne,f,-331,-294,,,,,0,,KS,Z,,,
3586,Therese Julie,Baronin von Lelac,f,-317,-294,,,3154,,1,"3587,",KS,Z,,,
3587,Christian Leo Heinrich Anton,von Kisatris,m,-294,-220,3154,3586,3842,15,5,"3833,3838,3923,3999,4041,",KS,AAABABABAABB,,,1
3588,Trude Eike Nele Magdalena Ursula,Wessel,f,-315,-294,,,,,0,,MB,Z,,,
3589,Emma Clara,Freifrau von Mouton,f,-314,-285,,,3220,,1,"3590,",KS,Z,,,
3590,Louis Franc,von Kisatris,m,-294,-249,3220,3589,,16,0,,KS,AAABABABABCA,,,2
3591,Fritz Heinrich,Kirchhoff,m,-341,-260,,,,,0,,EW,Z,,,
3592,Andreas,Reitz,m,-330,-287,,,2787,,1,"3593,",EW,Z,,,
3593,Andreas Ludwig,von Bergetal,m,-293,-287,3592,2787,,13,0,,BT,Z,,,3
3594,Edda Gertrud,von Bergetal,f,-293,-240,3087,2963,,13,0,,BT,Z,,,3
3595,Joseph Dwalin Johann,von Bergetal,m,-293,-274,3087,2963,,13,0,,BT,Z,,,3
3596,Camille Helene Amalie,Baronin von Manson,f,-323,-253,,,,,0,,KS,Z,,,
3597,Else Nelenia,Ruf,f,-313,-282,,,3243,,1,"3598,",MU,Z,,,
3598,Charlotte Käthe,von Möwenburg,f,-293,-241,3243,3597,3859,12,4,"3845,3853,3855,3860,",MB,Z,,,3
3599,Mathilde Katharina,Daniel,f,-312,-267,,,3249,,1,"3600,",BT,Z,,,
3600,Eva,von Möwenburg,f,-293,-237,3249,3599,3791,11,2,"3840,3980,",MB,Z,,,2
3601,Philipp Jacob,Freiherr von Glace,m,-312,-293,,,3250,,1,"3602,",KS,Z,,,
3602,Philipp Clement,von Kisatris,m,-293,-292,3601,3250,,17,0,,KS,AAABABABBCBA,,,3
3603,August Eike Franz,Kraft,m,-312,-293,,,,,0,,MB,Z,,,
3604,Hugo,Börner,m,-311,-289,,,3273,,1,"3605,",MU,Z,,,
3605,Hugo Bifur Theodor Christian,von Bergetal,m,-293,-281,3604,3273,,13,0,,BT,Z,,,3
3606,Erlan Wilhelm Caspar Karl,Schade,m,-311,-293,,,,,0,,BT,Z,,,
3607,Clement Jacob,Freiherr von Ciel,m,-341,-292,,,,,0,,KS,Z,,,
3608,Sophia Clara Juliane,von Bergetal,f,-292,-287,2515,3116,,13,0,,BT,Z,,,3
3609,Andreas,von Bergetal,m,-292,-286,3116,2515,,13,0,,BT,Z,,,3
3610,Lumiel Frieda Caroline,Berger,f,-334,-292,,,,,0,,EW,Z,,,
3611,Eike,Block,m,-330,-292,,,,,0,,MU,Z,,,
3612,Ursula Charlotte,Kemper,f,-323,-288,,,,,0,,EW,Z,,,
3613,Frieda,von Kisatris,f,-292,-271,2717,3044,,14,0,,KS,AAABABABAAAB,,,1
3614,Michael Ferdinand,Peter,m,-317,-292,,,3161,,1,"3615,",EW,Z,,,
3615,Solrun Bertha Sophia,von Bergetal,f,-292,-208,3614,3161,,13,0,,BT,Z,,,3
3616,Bertha Judith Nelenia,Matthes,f,-315,-281,,,,,0,,MB,Z,,,
3617,Juliane Ida,Baroness von Poisson,f,-314,-278,,,3220,,1,"3618,",KS,Z,,,
3618,Jade,von Kisatris,f,-292,-278,3220,3617,,16,0,,KS,AAABABABABCB,,,2
3619,Sibylle Christina,Kleinert,f,-311,-288,,,3270,,1,"3620,",TF,Z,,,
3620,Bernhard Nils,von Möwenburg,m,-292,-282,3270,3619,,12,0,,MB,Z,,,3
3621,Margarete Karoline Edda,von Bergetal,f,-292,-283,2787,3273,,13,0,,BT,Z,,,3
3622,Leopold Joseph Thorin Maximilian,von Bergetal,m,-292,-280,2787,3273,,13,0,,BT,Z,,,3
3623,Christian Jules Frederic,Freiherr von Maree,m,-311,-218,,,,,0,,KS,Z,,,
3624,Elurin Wilhelm Bernhard,Ernst,m,-310,-292,,,3296,,1,"3625,",EW,Z,,,
3625,Wilhelm Jasper,von Möwenburg,m,-292,-285,3624,3296,,11,0,,MB,Z,,,2
3626,Mathilde Ashild Wilhelmine,Münch,f,-323,-275,,,2992,,1,"3627,",BT,Z,,,
3627,Ursula,von Bergetal,f,-291,-235,2992,3626,,10,0,,BT,Z,,"Kinder der Veräter Fürst, mit ihm gestorben",3
3628,Christina Anne,von Kisatris,f,-291,-282,2717,3044,,14,0,,KS,AAABABABAAAC,,,1
3629,Louis,Braon von Foret,m,-319,-287,,,3116,,1,"3630,",KS,Z,,,
3630,Johanna Sophie Catharina Helene,von Kisatris,f,-291,-239,3629,3116,,16,0,,KS,AAABABABACBD,,,2
3631,August,Weller,m,-315,-291,,,,,0,,BT,Z,,,
3632,Ida Amalie,Freifrau von Sante,f,-314,-291,,,,,0,,KS,Z,,,
3633,Joseph,Teichmann,m,-312,-291,,,3256,,1,"3634,",EW,Z,,,
3634,Joseph Caspar Ernst,von Möwenburg,m,-291,-281,3633,3256,,12,0,,MB,Z,,,3
3635,Agnes Camille Luise,Thomsen,f,-311,-291,,,3270,,1,"3636,",TF,Z,,,
3636,Caroline,von Möwenburg,f,-291,-252,3270,3635,3457,12,2,"3870,3881,",MB,Z,,,3
3637,Elise Louise Christiane Charlotte,von Kisatris,f,-291,-281,3010,3287,,16,0,,KS,AAABABABABAB,,,2
3638,Sophia Mathilde Karoline,von Bergetal,f,-291,-242,3290,2787,3882,11,2,"3855,3883,",BT,Z,,,3
3639,Wilhelm,Baron von Poisson,m,-310,-291,,,,,0,,KS,Z,,,
3640,Caroline Imke Juliane,von Möwenburg,f,-291,-246,3308,3270,3706,12,2,"3896,4002,",MB,Z,,,3
3641,Martin Ernst Ferdinand Julius,von Möwenburg,m,-291,-266,3308,3270,3862,12,2,"3863,3884,",MB,Z,,,3
3642,Johann,Korn,m,-309,-271,,,3309,,1,"3643,",BT,Z,,,
3643,Maria Frieda,von Bergetal,f,-291,-225,3642,3309,,13,0,,BT,Z,,,3
3644,Ernst Hermann,Frey,m,-309,-291,,,3320,,1,"3645,",MU,Z,,,
3645,Hermann Nils Christoph,von Möwenburg,m,-291,-240,3644,3320,3871,11,2,"3857,3872,",MB,Z,,,2
3646,Anton,Lewandowski,m,-309,-291,,,3321,,1,"3647,",TF,Z,,,
3647,Anton Erlan Dwalin,von Bergetal,m,-291,-288,3646,3321,,13,0,,BT,Z,,,3
3648,Friedrich Caspar,Kroll,m,-331,-290,,,,,0,,BT,Z,,,
3649,Amalia Rieke Anna,Roth,f,-323,-259,,,2992,,1,"3650,",MU,Z,,,
3650,Christoph Christian,von Bergetal,m,-290,-228,,,3843,10,5,"3874,3906,3924,4024,4110,",BT,Z,,Geschwister der Fürstin nach dem Veräter,3
3651,Joseph Jules,Graf von Houle,m,-321,-289,,,3076,,1,"3652,",KS,Z,,,
3652,Juliane Friederike,von Kisatris,f,-290,-217,3651,3076,,17,0,,KS,AAABABABBBAD,,,3
3653,Katharina,Schmitt,f,-315,-290,,,3201,,1,"3654,",MB,Z,,,
3654,Ursula Caroline,von Möwenburg,f,-290,-272,3201,3653,,12,0,,MB,Z,,,3
3655,Martha Dis Christine,Clemens,f,-311,-257,,,,,0,,BT,Z,,,
3656,Amalie Ida,von Kisatris,f,-290,-264,3287,3010,,16,0,,KS,AAABABABABAC,,,2
3657,Sophie,von Kisatris,f,-290,-286,3010,3287,,16,0,,KS,AAABABABABAD,,,2
3658,Hermann Kili Friedrich,Schlegel,m,-310,-261,,,3298,,1,"3659,",BT,Z,,,
3659,Hermann Buri,von Bergetal,m,-290,-265,3658,3298,,13,0,,BT,Z,,,3
3660,Charlotte Louise Catharina Camille,Freifrau von Neige,f,-309,-273,,,,,0,,KS,Z,,,
3661,Ole Zed,Hacker,m,-308,-259,,,3333,,1,"3662,",MU,Z,,,
3662,Ole Alrich Hans,von Möwenburg,m,-290,-234,3661,3333,3822,11,7,"3865,3875,3886,3897,3916,3926,4017,",MB,Z,,,2
3663,Luise Frieda Catharina Caroline,Schick,f,-308,-290,,,3343,,1,"3664,",TF,Z,,,
3664,Hermann Friedrich,von Eichenwald,m,-290,-224,3343,3663,3876,11,1,"3877,",EW,Z,-254,Amtsantritt mit entfernung zum alten Fürsten: 1,1
3665,Heinrich Georg Dis,Meister,m,-308,-231,,,3345,,1,"3666,",BT,Z,,,
3666,Georg Joseph,von Bergetal,m,-290,-278,3665,3345,,13,0,,BT,Z,,,3
3667,Hedda Wilhelmine Christiane,Raab,f,-308,-258,,,3347,,1,"3668,",MB,Z,,,
3668,Eleonore Juliane,von Bergetal,f,-290,-265,3347,3667,,13,0,,BT,Z,,,3
3669,Martha Hedwig,Börner,f,-313,-222,,,,,0,,BT,Z,,,
3670,Lior,Gerber,f,-311,-289,,,3270,,1,"3671,",MU,Z,,,
3671,Juliane,von Möwenburg,f,-289,-204,3270,3670,3887,12,2,"3875,3888,",MB,Z,,,3
3672,Sibylle Sophie Helene,Raabe,f,-310,-229,,,3292,,1,"3673,",TF,Z,,,
3673,Ashild Margarete Eleonore,von Bergetal,f,-289,-281,3292,3672,,13,0,,BT,Z,,,3
3674,Ludwig,Freiherr von Sante,m,-310,-289,,,,,0,,KS,Z,,,
3675,Eva,Freiin von Neige,f,-309,-289,,,,,0,,KS,Z,,,
3676,Olwe,Kilian,m,-309,-289,,,3309,,1,"3677,",EW,Z,,,
3677,Olwe Richard Christian,von Bergetal,m,-289,-214,3676,3309,,13,0,,BT,Z,,,3
3678,Julius,Günther,m,-309,-261,,,3320,,1,"3679,",MB,Z,,,
3679,Julius Peter Jens,von Möwenburg,m,-289,-238,3678,3320,3879,11,1,"3880,",MB,Z,,,2
3680,Dwalin,Anders,m,-308,-264,,,,,0,,BT,Z,,,
3681,Thorin Fritz Joachim,Winter,m,-308,-289,,,3345,,1,"3682,",BT,Z,,,
3682,Mathilde Clara Marianne,von Bergetal,f,-289,-254,3681,3345,,13,0,,BT,Z,,,3
3683,Elise,Baroness von Foret,f,-334,-266,,,,,0,,KS,Z,,,
3684,Agnes,Baronin von Paysage,f,-331,-239,,,,,0,,KS,Z,,,
3685,Amalie,Freifrau von Plaje,f,-314,-288,,,,,0,,KS,Z,,,
3686,Christina,Freiin von Neige,f,-310,-278,,,,,0,,KS,Z,,,
3687,Ida,Freifrau von Plaje,f,-309,-215,,,,,0,,KS,Z,,,
3688,Nelenia,Baronin von  Lepain,f,-309,-288,,,3313,,1,"3689,",KS,Z,,,
3689,Joseph Luca Clement Paul,von Kisatris,m,-288,-279,3313,3688,,17,0,,KS,AAABABABBDCA,,,3
3690,Ernst Fiete Eike,Wolter,m,-307,-285,,,3364,,2,"3691,3716,",MB,Z,,,
3691,Caroline Anna Johanna,von Bergetal,f,-288,-271,3690,3364,,13,0,,BT,Z,,,3
3692,Schem Bernhard Zed,Krause,m,-307,-251,,,3369,,1,"3693,",MU,Z,,,
3693,Schem Richard,von Bergetal,m,-288,-241,3692,3369,,13,0,,BT,Z,,,3
3694,Ida Meril,Burghardt,f,-306,-288,,,3387,,1,"3695,",EW,Z,,,
3695,Christoph Joseph Christian,von Bergetal,m,-288,-240,3387,3694,,13,0,,BT,Z,,,3
3696,Camille Jade Louise,Baroness von Foret,f,-314,-223,,,3220,,1,"3697,",KS,Z,,,
3697,Agnes,von Kisatris,f,-287,-262,3220,3696,,16,0,,KS,AAABABABABCC,,,3
3698,Christina Therese Julie,Weiler,f,-313,-278,,,3243,,1,"3699,",TF,Z,,,
3699,Joseph Maximilian Michael Ludwig,von Möwenburg,m,-287,-211,3243,3698,3456,12,3,"3890,3901,3952,",MB,Z,,,3
3700,Gustav Johannes August,von Möwenburg,m,-287,-265,3249,3309,3902,11,1,"3903,",MB,Z,,,2
3701,Jens Otto Ole,Schütz,m,-310,-287,,,3298,,1,"3702,",MB,Z,,,
3702,Jens Christian,von Bergetal,m,-287,-281,3701,3298,,13,0,,BT,Z,,,3
3703,Peter,Zeller,m,-308,-287,,,,,0,,EW,Z,,,
3704,Hedwig Else,Rupprecht,f,-308,-225,,,,,0,,BT,Z,,,
3705,Ludwig Leo Hermann,Wenzel,m,-305,-287,,,3396,,1,"3706,",TF,Z,,,
3706,Leo Ludwig,von Möwenburg,m,-287,-224,3705,3396,3640,12,2,"3939,4002,",MB,Z,,,3
3707,Catharina Camille Caroline,Freifrau von Neige,f,-305,-287,,,3398,,1,"3708,",KS,Z,,,
3708,Else Milja Eleonore Oddrun Katla,von Bergetal,f,-287,-278,3398,3707,,13,0,,BT,Z,,,3
3709,Magdalena Schem,Schacht,f,-310,-277,,,3292,,1,"3710,",MU,Z,,,
3710,Else Barbara Caroline,von Bergetal,f,-286,-269,3292,3709,,13,0,,BT,Z,,,3
3711,August Franz,Will,m,-309,-275,,,,,0,,EW,Z,,,
3712,Theodor Carl Anton,Böhm,m,-308,-278,,,,,0,,TF,Z,,,
3713,Gertrud Clara Bertha,Vogt,f,-308,-286,,,,,0,,BT,Z,,,
3714,Ursula,Wiese,f,-308,-254,,,3347,,1,"3715,",EW,Z,,,
3715,Bifur Dwalin Paul,von Bergetal,m,-286,-238,3347,3714,,13,0,,BT,Z,,,3
3716,Karoline,von Bergetal,f,-286,-259,3690,3364,,13,0,,BT,Z,,,3
3717,Käthe Wilhelmine Amalia,von Bergetal,f,-286,-258,3067,3372,,13,0,,BT,Z,,,3
3718,Jacob Andreas,Jürgens,m,-305,-286,,,,,0,,MB,Z,,,
3719,Jules,Borchardt,m,-304,-271,,,3412,,1,"3720,",TF,Z,,,
3720,Agda Gertrud Edda Käthe,von Bergetal,f,-286,-271,3719,3412,,13,0,,BT,Z,,,3
3721,Catharina Friederike Camille Johanna,Baroness von Paysage,f,-304,-277,,,3426,,1,"3722,",KS,Z,,,
3722,Clara,von Tiefenfels,f,-286,-278,3426,3721,,14,0,,TF,Z,,,1
3723,Mathilde Milja,von Bergetal,f,-285,-262,,,3953,10,3,"3905,3913,3954,",BT,Z,,Geschwister der Fürstin nach dem Veräter,3
3724,Adam Schem,Lenz,m,-316,-258,,,,,0,,MU,Z,,,
3725,Jade Camille Juliane Agnes,Keck,f,-312,-259,,,,,0,,TF,Z,,,
3726,Nelenia Milja,Raschke,f,-310,-279,,,,,0,,BT,Z,,,
3727,Ferdinand,von Bergetal,m,-285,-247,2749,3309,,13,0,,BT,Z,,,3
3728,Bifur Erlan Anton,von Bergetal,m,-285,-277,2749,3309,,13,0,,BT,Z,,,3
3729,Martin,Schick,m,-309,-243,,,3320,,1,"3730,",MU,Z,,,
3730,Martin Alrich Karl Joachim,von Möwenburg,m,-285,-274,3729,3320,,11,0,,MB,Z,,,2
3731,Maximilian Wilhelm Gustav,Graf von Aigul,m,-308,-285,,,,,0,,KS,Z,,,
3732,Maximilian Franz Jacob Nils,Fink,m,-307,-215,,,,,0,,MB,Z,,,
3733,Peter,Winkelmann,m,-307,-261,,,,,0,,BT,Z,,,
3734,Michael Christoph Andreas,Voigt,m,-305,-285,,,3391,,1,"3735,",TF,Z,,,
3735,Martha Frieda,von Bergetal,f,-285,-217,3734,3391,,13,0,,BT,Z,,,3
3736,Eike Alrich,Henschel,m,-305,-280,,,3400,,1,"3737,",MB,Z,,,
3737,Eike Bifur Rudolf,von Bergetal,m,-285,-275,3736,3400,,13,0,,BT,Z,,,3
3738,Therese Caroline Barbara,Zorn,f,-304,-285,,,3426,,1,"3739,",MB,Z,,,
3739,Anne Luca Nelenia,von Tiefenfels,f,-285,-255,3426,3738,3914,13,3,"3906,3913,3915,",TF,Z,-271,Amtsantritt mit entfernung zum alten Fürsten: 1,1
